Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
AdminSuiteBootstrap_Payments_TestSuite,Chrome 98.0.4758.82,,,2022-02-11 23:04:03,2022-02-11 23:11:10,7m - 7.298s,FAILED
,,,,,,,
Test Cases/Admin Suite Bootstrap/VT_TestCases/SaleKeyboard_TP_SCF_App238_Payment_TC,Chrome 98.0.4758.82,Test Processor Single CF App 238,,2022-02-11 23:04:03,2022-02-11 23:07:39,3m - 36.240s,FAILED
"path_Dashboard = ""Object Repository/AdminSuiteBootstrap_Pages/Dashboard_Bootstrap/""",Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.003s,PASSED
"path_VT = ""Object Repository/AdminSuiteBootstrap_Pages/VT_Bootstrap/IssueTransactions/""",Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.002s,PASSED
"path_SaleKB = ""Object Repository/AdminSuiteBootstrap_Pages/VT_Bootstrap/SaleKeyboard/""",Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.002s,PASSED
"appliID = ""238""",Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.001s,PASSED
"li_1 = ""/admin/imtiaz/bootstrap/vpos/""",Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.001s,PASSED
"li_2 = ""/transactions/AuthCapForm/""",Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.001s,PASSED
hrefAppID = li_1 + appliID + li_2,Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.001s,PASSED
"out.println(""hrefID is : "" + hrefAppID)",Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.023s,PASSED
"cardNumbers = [""4012000098765439"", ""5146312200000035"", ""371449635392376"", ""6011000993026909""]",Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.002s,PASSED
listSize = cardNumbers.size(),Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.003s,PASSED
println(listSize),Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:04:04,0.004s,PASSED
"for ([i = 0, i < listSize, (i++)])",Chrome 98.0.4758.82,,,2022-02-11 23:04:04,2022-02-11 23:07:39,3m - 35.617s,FAILED
,,,,,,,
Test Cases/Admin Suite Bootstrap/VT_TestCases/SaleKeyboard_TP_DCF_App255_Payment_TC,Chrome 98.0.4758.82,,,2022-02-11 23:07:39,2022-02-11 23:11:10,3m - 30.648s,FAILED
"path_Dashboard = ""Object Repository/AdminSuiteBootstrap_Pages/Dashboard_Bootstrap/""",Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.000s,PASSED
"path_VT = ""Object Repository/AdminSuiteBootstrap_Pages/VT_Bootstrap/IssueTransactions/""",Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.001s,PASSED
"path_SaleKB = ""Object Repository/AdminSuiteBootstrap_Pages/VT_Bootstrap/SaleKeyboard/""",Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.000s,PASSED
"appliID = ""255""",Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.001s,PASSED
"li_1 = ""/admin/imtiaz/bootstrap/vpos/""",Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.000s,PASSED
"li_2 = ""/transactions/AuthCapForm/""",Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.000s,PASSED
hrefAppID = li_1 + appliID + li_2,Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.001s,PASSED
"out.println(""hrefID is : "" + hrefAppID)",Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.001s,PASSED
"cardNumbers = [""4012000098765439"", ""5146312200000035"", ""371449635392376"", ""6011000993026909""]",Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.000s,PASSED
listSize = cardNumbers.size(),Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.000s,PASSED
println(listSize),Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:07:40,0.003s,PASSED
"for ([i = 0, i < listSize, (i++)])",Chrome 98.0.4758.82,,,2022-02-11 23:07:40,2022-02-11 23:11:10,3m - 30.220s,FAILED
